,sex,age_cat,race,juv_crime,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
4694,2,1,2,3,10,1,1,3,2
4695,2,1,1,1,3,1,2,2,1
4696,1,1,2,1,2,2,2,2,2
4697,2,3,1,1,1,1,2,3,2
4698,1,3,1,1,1,1,3,3,1
4699,2,2,2,1,1,1,1,2,2
4700,2,1,1,2,5,1,1,1,2
4701,2,1,1,1,8,1,3,2,1
4702,2,1,2,1,6,1,3,2,2
4704,2,3,1,1,1,2,2,2,1
4705,2,1,1,1,16,1,1,1,2
4706,2,2,2,1,6,2,2,2,1
4707,2,2,2,1,3,2,2,2,1
4708,2,2,1,1,22,1,1,2,2
4710,1,1,2,1,4,1,3,2,2
4711,2,1,1,1,2,2,2,2,1
4714,2,3,1,1,1,1,3,3,1
4715,2,1,2,1,1,1,2,2,1
4717,2,3,1,2,1,1,2,3,2
4718,2,1,1,1,8,1,1,1,2
4719,2,1,1,2,19,1,1,3,2
4721,2,1,2,1,17,1,1,3,2
4722,2,3,1,1,1,1,2,3,2
4723,2,1,1,1,3,1,2,2,1
4724,2,1,2,1,6,1,1,1,2
4725,2,1,2,1,1,1,2,2,2
4726,2,1,2,1,1,2,2,2,1
4728,2,1,1,1,8,1,3,2,1
4729,1,3,1,1,1,1,2,2,1
4730,2,1,2,1,1,1,3,2,1
4731,2,1,1,1,1,1,2,2,1
4732,1,3,1,1,1,2,3,3,1
4733,1,1,2,2,3,1,1,3,2
4734,2,1,1,2,1,1,2,2,1
4735,1,1,2,1,2,1,1,2,2
4736,2,2,1,1,17,2,3,2,2
4737,2,2,2,1,1,1,2,2,1
4738,1,1,2,1,8,1,3,2,2
4739,2,1,1,1,19,2,1,1,2
4740,2,1,1,1,1,1,1,2,2
4741,2,3,1,1,2,1,2,2,1
4743,2,1,1,1,8,1,2,2,1
4744,1,1,2,1,13,1,1,3,2
4746,2,1,2,1,7,1,2,2,1
4748,2,1,2,1,4,2,2,2,2
4749,2,1,2,1,2,2,2,2,1
4751,2,1,1,1,4,2,2,2,1
4752,2,1,1,1,2,1,2,2,1
4753,2,2,2,1,3,1,2,2,1
4755,2,1,2,1,2,1,3,2,1
4756,2,3,1,1,1,1,3,1,1
4757,2,3,1,1,1,1,2,1,1
4758,2,1,1,1,7,2,3,1,2
4759,2,1,1,1,1,1,2,2,1
4760,2,1,1,3,5,1,2,2,2
4761,2,3,1,1,3,1,2,3,2
4762,2,1,1,1,8,1,1,3,2
4763,1,1,2,1,1,2,3,2,2
4764,1,1,2,1,6,1,2,2,1
4765,2,1,1,1,3,1,2,2,1
4766,2,1,2,2,16,1,3,3,1
4767,2,2,1,1,5,1,2,2,2
4768,1,1,1,1,5,1,3,2,1
4769,2,3,2,1,1,2,2,3,2
4770,1,2,1,1,8,1,1,2,2
4771,2,1,2,1,4,1,1,3,1
4772,2,1,1,1,9,2,3,3,1
4773,2,1,1,1,8,1,1,1,2
4774,1,1,2,1,1,2,2,2,1
4775,2,3,2,4,1,1,2,3,2
4776,2,3,1,1,1,1,3,3,2
4777,2,1,1,2,15,1,1,1,2
4778,2,1,1,1,2,2,2,2,1
4779,2,1,2,1,6,1,3,3,2
4780,2,3,1,1,3,2,1,1,2
4782,2,1,1,1,1,2,2,2,1
4783,2,3,2,1,1,1,2,2,1
4784,1,1,1,1,2,1,2,2,1
4785,2,3,1,1,1,2,2,2,2
4786,2,3,1,2,2,1,1,1,2
4787,2,1,1,1,7,1,3,3,2
4790,2,1,1,1,5,2,3,3,1
4791,1,1,1,1,1,2,1,3,1
4792,1,2,2,1,8,2,2,2,2
4793,2,1,1,1,2,1,2,2,1
4795,2,1,1,1,2,1,2,2,1
4796,2,1,1,1,1,1,3,2,1
4797,1,1,2,1,11,1,3,2,2
4798,2,2,1,1,1,1,2,2,2
4799,2,3,1,1,6,1,3,2,1
4800,2,3,1,2,2,1,1,1,2
4801,2,1,2,1,1,2,2,2,2
4802,2,3,2,1,2,1,3,2,1
4803,1,2,2,1,2,1,2,2,1
4804,2,1,1,2,18,1,1,3,2
4805,2,1,1,1,1,1,2,2,2
4806,2,2,1,1,9,1,2,2,2
4807,2,2,2,1,3,2,2,2,1
4808,2,1,1,1,14,1,1,3,2
4809,2,3,1,4,5,1,3,3,2
4810,2,2,2,1,1,1,3,2,2
4811,2,1,1,1,3,2,3,3,1
4812,1,1,2,1,1,2,2,2,1
4813,2,1,1,1,2,2,2,2,1
4814,2,3,1,1,1,2,2,3,2
4815,1,2,2,1,3,2,2,2,1
4816,2,3,2,2,6,1,3,3,2
4817,2,2,1,1,2,2,2,2,1
4818,2,1,1,5,9,2,1,3,2
4819,2,2,1,1,3,2,2,2,1
4820,2,1,2,1,1,1,2,2,1
4823,2,1,1,1,3,2,2,2,2
4824,2,3,1,5,5,1,3,1,2
4826,1,3,1,1,1,1,3,3,1
4827,2,1,1,1,7,1,2,2,1
4828,2,3,1,1,1,1,3,3,2
4829,2,1,1,1,2,2,3,3,1
4830,2,1,1,1,3,1,3,2,1
4831,2,2,2,1,4,2,2,2,1
4832,2,1,1,1,8,1,2,2,2
4833,2,3,1,2,7,1,1,1,2
4834,2,1,2,1,3,2,2,2,1
4835,2,1,2,1,5,1,2,2,1
4836,2,1,1,1,4,1,3,2,1
4838,2,1,2,1,1,1,2,2,1
4839,2,1,1,1,2,1,2,2,1
4840,2,1,1,1,2,1,1,3,2
4841,2,3,1,1,1,1,2,2,1
4842,2,1,2,2,12,1,1,3,2
4843,2,1,1,1,1,2,2,2,1
4845,2,1,1,1,15,1,1,2,2
4846,2,3,2,1,3,1,2,3,2
4847,2,1,1,1,1,1,2,2,1
4848,2,2,1,1,1,1,2,2,1
4849,2,1,1,1,7,1,3,2,2
4850,2,1,1,1,10,1,1,3,2
4851,1,3,1,2,3,1,3,3,1
4852,2,2,2,1,2,2,2,2,1
4853,2,2,2,1,5,1,3,3,1
4854,1,1,1,1,1,2,2,2,1
4855,1,3,2,1,1,2,3,2,1
4856,1,1,1,1,6,1,2,2,1
4858,2,1,1,3,7,2,3,3,2
4859,2,1,1,1,2,1,2,2,1
4861,2,2,2,1,2,1,2,2,2
4862,2,1,2,1,1,1,3,2,2
4863,2,2,1,1,6,2,2,2,1
4864,2,2,2,1,2,2,2,2,1
4867,2,1,1,1,8,1,3,2,2
4868,2,1,1,1,17,1,1,3,2
4869,1,1,2,1,1,2,2,2,1
4870,1,1,2,1,3,2,3,2,1
4871,1,1,1,1,2,1,3,2,1
4872,2,1,2,1,1,2,2,2,1
4873,2,1,1,1,1,2,2,2,1
4874,2,1,2,1,6,1,2,2,1
4875,2,1,1,1,1,1,2,2,1
4876,2,1,1,1,3,1,2,2,1
4877,2,1,1,1,13,1,1,1,2
4879,2,1,2,1,3,1,2,2,1
4880,2,1,1,1,1,1,2,2,1
4881,2,1,1,1,20,1,1,2,1
4882,1,1,2,1,1,1,3,2,1
4883,2,1,2,1,1,1,3,2,1
4884,2,2,2,1,1,1,2,2,1
4885,2,1,2,1,5,1,2,2,1
4886,2,1,1,2,18,1,1,3,2
4887,2,1,1,1,5,1,2,2,2
4888,2,1,2,1,13,2,3,2,2
4889,1,2,2,1,1,1,2,2,1
4890,1,3,1,1,5,1,1,3,2
4891,2,1,2,1,3,1,2,2,2
4892,1,1,1,1,2,2,2,2,1
4894,1,3,1,2,1,2,3,1,2
4895,2,1,1,1,1,2,2,2,1
4896,1,1,1,1,1,2,2,2,1
4897,2,2,2,1,5,1,2,2,2
4899,2,1,1,2,8,1,1,3,2
4901,1,3,2,1,1,2,3,3,1
4902,2,1,2,1,13,1,2,2,1
4903,2,1,2,1,1,1,2,2,2
4904,2,1,1,1,3,2,3,2,1
4905,2,1,1,1,1,2,2,2,1
4906,1,1,1,1,9,1,3,2,1
4907,1,1,2,1,1,1,3,2,2
4908,1,1,2,1,1,2,2,2,2
4909,2,1,1,7,9,2,1,1,2
4910,1,1,2,1,2,2,2,2,1
4911,2,1,2,1,4,1,2,2,1
4912,2,1,2,1,6,1,1,3,2
4913,2,2,2,1,2,1,2,2,2
4915,2,1,2,1,2,1,2,2,1
4916,2,1,2,1,4,1,3,2,1
4918,2,3,1,9,9,1,1,3,2
4919,2,3,2,1,2,1,2,3,1
4920,2,2,2,1,14,2,2,2,2
4921,1,1,1,1,5,1,2,2,1
4922,1,1,1,1,7,1,3,3,2
4923,2,1,2,1,5,2,2,2,2
4924,2,1,2,1,2,1,2,2,1
4925,2,1,1,1,3,1,3,2,1
4926,2,1,1,1,9,2,2,2,2
4927,2,3,1,1,2,1,2,3,1
4930,2,1,1,3,24,2,3,1,2
4931,2,1,2,1,4,2,2,2,1
4932,2,1,1,1,8,1,1,2,1
4933,2,1,2,1,8,1,1,1,2
4934,2,3,2,1,2,1,2,3,1
4935,1,2,2,1,1,2,2,2,1
4936,2,1,2,1,6,2,2,2,2
4938,2,1,1,2,2,2,2,2,1
4939,1,1,2,1,4,1,3,2,2
4940,2,3,2,1,3,2,2,2,1
4942,1,1,2,1,1,2,3,2,1
4943,1,1,2,1,1,1,2,2,2
4944,1,1,2,2,2,1,2,2,1
4945,2,1,1,1,1,1,3,2,1
4947,2,3,1,2,3,1,3,3,2
4948,1,1,2,1,10,2,2,2,2
4949,1,1,1,1,6,2,1,3,1
4950,1,2,1,1,4,1,2,2,1
4954,2,1,1,1,1,1,2,2,2
4955,1,1,1,1,1,2,2,2,1
4956,2,1,2,1,1,1,2,2,1
4957,2,1,1,1,3,2,2,2,1
4959,2,3,1,3,3,2,1,3,2
4960,2,3,1,7,11,1,1,1,2
4963,2,2,2,1,2,1,2,2,1
4964,2,3,1,1,2,1,3,1,2
4966,2,3,1,3,3,1,3,3,2
4967,2,1,1,1,4,2,2,2,1
4968,1,1,2,1,1,2,2,2,1
4969,2,1,1,1,1,1,2,2,2
4970,2,2,2,1,2,1,2,2,1
4971,2,1,1,3,10,2,3,3,2
4975,1,1,1,1,4,1,3,2,2
4976,2,1,1,1,5,1,2,3,1
4977,2,2,2,1,13,1,2,2,2
4979,2,1,2,1,1,2,3,2,1
4980,2,3,1,5,3,1,3,3,1
4981,1,1,1,1,1,1,2,2,2
4982,2,1,1,1,1,2,1,2,1
4985,1,2,2,1,1,1,2,2,1
4987,2,3,2,3,7,1,1,3,1
4988,2,2,1,1,1,2,2,2,1
4989,2,3,1,1,1,1,2,3,2
4990,2,1,1,1,17,1,1,1,2
4991,2,1,1,1,8,1,2,2,1
4992,1,2,2,1,4,1,2,2,1
4993,2,3,1,1,1,1,2,3,1
4994,2,1,1,1,1,1,1,1,2
4995,2,3,1,1,3,2,1,1,2
4996,2,1,2,1,1,2,2,2,1
4997,2,3,1,2,2,1,1,1,2
4999,2,1,2,1,2,1,2,2,1
5000,2,1,1,1,1,1,2,2,1
5001,2,1,1,1,1,2,3,3,1
5002,2,1,1,1,1,1,2,2,1
5003,1,1,1,1,6,1,1,2,2
5005,2,2,2,1,1,2,2,2,1
5006,2,3,2,3,2,1,1,1,2
5007,2,1,1,1,6,2,2,2,1
5008,2,2,2,1,1,2,2,2,1
5009,2,1,1,1,1,1,2,2,2
5010,2,3,1,1,3,1,2,3,2
5011,1,1,2,1,2,1,2,2,2
5012,1,1,1,1,8,1,2,2,2
5013,2,1,2,1,2,2,2,2,2
5014,2,2,2,1,1,1,2,2,1
5015,2,1,1,1,2,1,2,3,2
5016,2,1,1,1,1,1,3,2,1
5017,2,3,1,1,3,2,3,3,2
5019,2,1,2,1,5,1,1,1,2
5020,2,1,1,1,1,2,2,2,1
5021,1,2,1,1,1,2,3,2,1
5022,1,1,1,1,2,2,2,3,1
5024,2,3,2,3,2,1,3,3,2
5025,2,3,2,3,4,2,2,3,2
5026,2,1,1,1,1,1,2,2,1
5027,2,3,1,1,1,1,3,3,1
5029,1,1,1,1,4,2,3,2,1
5030,2,2,2,1,1,2,2,2,1
5032,2,1,1,1,3,1,2,2,2
5034,2,1,2,1,1,2,2,2,1
5035,2,1,1,1,18,2,2,2,2
5037,2,3,1,1,2,1,3,3,2
5038,2,2,2,1,1,2,2,2,2
5039,2,1,1,1,3,1,2,2,1
5040,1,1,1,1,2,2,3,2,2
5041,2,3,1,1,3,1,1,1,1
5042,1,1,2,1,1,1,2,2,1
5043,1,2,2,1,1,2,2,2,1
5045,2,3,1,3,2,1,2,3,1
5046,2,3,1,1,2,2,3,3,2
5047,2,1,2,1,10,1,1,3,2
5048,2,2,2,1,8,1,1,1,1
5049,2,3,1,1,2,1,3,1,1
5050,2,2,1,1,2,1,2,2,1
5051,1,1,2,1,1,1,2,2,2
5052,2,3,1,4,1,1,1,1,2
5053,2,3,1,1,1,1,2,2,1
5054,1,1,2,1,2,2,3,2,1
5056,2,1,1,1,2,1,2,2,1
5057,2,2,2,1,2,2,2,2,1
5058,2,2,2,1,2,1,2,2,1
5060,2,1,1,2,6,2,1,2,1
5061,2,1,2,2,5,2,3,2,2
5062,2,1,1,1,6,1,2,2,2
5063,2,2,2,1,2,2,2,2,1
5064,2,1,1,1,3,2,2,2,1
5066,2,1,1,1,22,1,3,2,2
5067,2,1,1,1,1,2,3,2,1
5069,2,1,1,1,4,2,2,2,2
5070,1,1,1,1,2,1,2,2,1
5071,2,3,1,1,1,1,2,2,1
5072,2,1,1,1,4,1,2,2,1
5073,2,1,2,1,1,2,2,2,1
5074,2,2,2,1,1,1,3,2,1
5075,2,1,2,1,6,1,3,2,2
5076,2,3,1,1,2,1,3,3,2
5077,2,2,2,1,1,1,3,2,1
5078,2,1,2,1,2,2,3,2,1
5080,2,1,1,1,1,2,2,2,1
5081,2,1,1,2,7,2,3,3,2
5083,2,2,1,1,10,1,3,2,2
5084,2,3,2,1,9,1,2,3,2
5085,2,1,2,1,3,2,3,2,1
5086,2,3,1,4,4,1,1,1,2
5087,1,1,2,1,1,2,3,2,1
5088,2,1,1,1,8,1,1,2,2
5089,2,2,2,1,6,1,3,2,1
5090,2,1,1,1,5,2,3,3,2
5091,2,1,1,1,2,1,3,2,1
5093,1,1,1,1,2,2,2,2,2
5094,2,3,2,2,11,1,3,3,1
5096,2,1,2,1,3,1,2,2,2
5098,2,1,2,1,3,1,3,2,1
5099,2,1,1,1,13,1,1,3,2
5100,2,2,2,1,3,2,2,2,2
5101,2,1,2,1,3,2,2,2,1
5103,2,2,2,1,2,1,2,2,2
5104,2,3,1,1,2,1,1,3,1
5105,2,3,1,2,4,1,1,3,2
5106,2,1,1,1,6,1,3,3,1
5107,2,3,1,1,7,1,3,3,2
5108,2,3,1,1,2,2,2,3,2
5109,1,1,2,1,3,1,2,2,2
5110,2,2,1,1,4,1,1,2,2
5111,2,1,2,1,12,1,3,2,2
5112,2,2,2,1,8,1,3,2,2
5114,2,1,1,3,12,1,3,2,2
5115,2,3,1,2,2,1,3,1,1
5116,2,2,2,1,2,2,2,2,2
5117,2,1,1,1,3,2,2,2,1
5119,2,1,1,1,3,1,3,2,1
5121,1,1,2,1,1,1,3,2,1
5122,2,1,1,1,6,1,2,2,1
5123,2,3,2,3,1,1,2,3,1
5124,2,1,1,1,1,1,2,2,2
5125,2,3,1,4,2,2,2,2,2
5126,1,3,1,1,1,2,3,3,1
5128,2,1,2,1,1,1,2,2,1
5129,2,3,2,10,3,1,1,1,2
5130,2,3,2,2,2,1,3,1,2
5131,2,3,2,1,6,1,3,2,2
5132,2,1,1,1,23,1,1,3,2
5134,2,2,2,1,3,1,2,2,2
5135,2,1,1,1,6,2,1,1,1
5136,2,1,1,4,13,2,1,3,2
5137,2,1,1,1,1,1,1,1,1
5138,2,3,1,1,1,1,2,3,1
5139,2,1,1,1,1,1,2,2,1
5141,2,2,2,1,2,1,2,2,1
5143,2,3,1,1,1,1,3,3,1
5144,2,3,2,1,2,1,1,3,1
5145,1,3,2,1,1,1,1,3,2
5147,2,1,2,1,2,1,2,2,2
5148,1,1,1,1,4,2,2,2,2
5149,2,3,1,1,4,1,3,3,1
5151,1,1,1,1,12,1,3,2,2
5152,1,1,2,1,1,2,2,2,1
5153,2,2,1,1,14,1,2,2,2
5154,2,1,1,2,10,2,1,3,1
5156,2,2,2,1,7,1,2,2,1
5157,2,2,1,1,3,1,1,2,2
5158,1,1,1,1,2,2,2,2,1
5159,2,1,2,1,1,1,2,2,2
5161,2,3,1,2,2,1,2,2,2
5162,2,1,1,1,2,2,2,2,1
5163,2,1,1,2,21,1,1,3,2
5164,2,1,1,1,3,1,2,2,2
5166,2,2,2,1,7,1,2,2,1
5167,2,3,1,1,1,1,2,3,1
5168,2,3,2,1,1,2,2,3,1
5169,2,2,2,1,1,2,2,2,1
5170,2,1,1,1,8,2,3,2,1
5171,2,1,2,1,1,2,2,2,1
5172,2,3,2,1,4,1,3,3,2
5173,2,1,2,1,1,1,2,2,1
5174,2,1,1,2,10,2,1,2,2
5175,2,1,2,1,3,1,2,2,2
5176,2,1,2,1,2,1,2,2,1
5177,2,3,1,1,1,2,1,3,1
5178,1,3,2,1,1,2,3,3,1
5179,2,1,2,3,4,1,2,2,1
5180,2,1,2,1,4,1,2,2,2
5181,2,2,2,1,2,1,2,2,1
5182,1,1,1,1,1,1,2,2,1
5183,2,3,1,1,2,1,2,3,2
5184,2,1,1,2,2,1,3,2,2
5185,2,1,2,1,3,1,2,2,1
5186,2,1,2,1,1,1,2,2,1
5187,2,1,2,1,4,1,2,3,1
5188,2,3,1,2,2,1,2,2,2
5189,2,1,1,1,3,2,2,2,1
5190,1,2,2,1,1,2,2,2,1
5191,2,1,1,1,2,1,3,2,2
5192,2,2,1,1,26,1,3,2,1
5194,2,1,2,1,5,1,3,3,1
5195,2,1,1,1,4,1,2,2,1
5196,2,1,2,1,1,1,3,2,2
5197,2,1,2,2,16,1,1,1,2
5198,2,1,1,1,1,1,2,2,1
5199,2,2,2,1,1,2,2,2,1
5200,2,1,2,1,1,1,1,2,2
5201,1,2,2,1,5,1,2,2,1
5202,2,1,1,1,4,1,3,1,2
5203,2,1,1,1,2,1,1,2,1
5205,1,1,1,1,1,1,3,2,1
5206,1,1,2,1,1,2,2,2,1
5207,2,1,2,1,2,1,2,2,2
5208,1,1,1,2,1,2,2,2,1
5209,2,1,1,1,4,2,3,3,1
5210,2,3,2,2,5,1,2,2,2
5211,2,1,1,1,1,1,2,2,1
5212,2,2,2,1,1,2,2,2,1
5213,1,1,1,1,1,2,2,2,1
5214,1,1,2,1,1,2,3,2,1
5215,1,1,2,1,5,2,2,2,1
5216,1,3,1,1,1,1,3,3,1
5217,2,1,2,1,6,1,2,2,2
5218,2,1,2,1,1,1,2,2,1
5219,2,2,1,1,4,1,2,2,1
5220,2,3,1,1,9,1,3,3,2
5221,2,1,1,1,5,1,1,3,1
5222,2,1,1,1,11,1,3,3,2
5224,1,1,1,1,5,1,1,3,2
5225,2,2,1,1,3,2,1,1,1
5228,2,1,1,1,1,2,1,3,1
5229,2,3,1,2,1,2,3,3,2
5230,2,2,1,1,23,1,1,3,2
5231,1,2,2,1,4,1,2,2,2
5233,2,1,1,1,11,1,3,2,2
5234,2,2,1,1,2,2,2,2,1
5235,2,3,1,2,2,1,1,1,2
5236,2,3,2,2,5,2,1,1,2
5237,1,1,2,1,3,1,3,2,2
5239,2,1,2,1,4,2,3,2,2
5240,2,3,1,1,2,1,1,3,2
5242,2,3,1,1,1,1,3,3,1
5243,2,2,1,1,9,1,2,2,2
5244,2,1,1,1,6,1,2,3,1
5245,2,1,2,1,2,1,3,2,1
5246,1,1,1,1,1,2,2,2,2
5247,2,1,2,1,2,1,2,2,2
5248,2,1,1,1,9,2,1,2,1
5249,2,2,1,1,6,1,2,2,2
5250,1,1,1,1,1,2,3,2,1
5251,2,3,2,1,3,1,3,3,1
5252,2,1,2,1,5,1,3,3,1
5253,2,2,1,1,22,1,3,2,1
5254,2,3,2,5,5,1,1,1,1
5255,2,1,2,1,2,1,2,2,2
5256,2,3,2,1,1,2,2,3,1
5257,2,1,1,1,7,2,2,2,1
5258,2,1,1,5,10,1,3,3,2
5259,2,2,1,1,16,2,1,2,1
5262,2,1,1,1,2,2,2,2,1
5263,2,2,1,1,11,1,2,2,2
5264,2,3,1,3,3,1,1,1,1
5265,1,1,1,1,6,1,3,3,2
5268,1,1,2,1,3,1,1,3,2
5269,2,1,2,1,6,1,2,2,1
5270,2,1,2,1,3,2,2,2,1
5272,2,1,1,1,5,1,2,2,2
5273,2,1,2,1,2,1,2,2,1
5274,2,2,2,1,1,1,2,2,1
5275,2,2,2,1,2,2,3,3,1
5276,1,1,2,1,2,1,3,3,2
5277,2,1,2,1,5,1,1,3,1
5279,2,3,1,1,4,2,2,2,2
5281,2,3,2,1,2,2,2,2,1
5282,2,1,1,1,19,1,1,1,2
5283,2,1,1,1,2,2,3,2,2
5284,1,1,1,1,8,1,1,1,2
5285,2,1,1,1,21,1,3,2,1
5286,1,1,1,1,2,2,2,2,1
5287,2,1,1,1,17,1,1,2,2
5288,2,1,2,1,2,2,2,2,2
5289,2,2,2,1,8,1,2,2,1
5290,2,1,1,1,2,1,3,2,1
5291,2,2,1,1,1,1,2,2,2
5292,2,1,1,2,3,1,2,2,1
5293,1,2,2,1,1,1,2,2,1
5294,2,2,2,1,8,2,2,2,1
5296,1,1,1,1,1,2,2,2,1
5297,2,3,2,1,4,1,3,2,1
5298,2,1,1,1,12,1,3,3,2
5300,2,1,1,1,3,1,3,2,2
5301,2,3,1,1,1,1,3,3,1
5302,2,1,1,1,6,2,1,2,2
5303,2,1,1,1,2,1,1,1,2
5304,2,1,1,3,18,1,1,3,2
5305,1,1,2,1,1,1,3,2,1
5306,2,2,2,1,1,2,3,2,1
5307,1,3,1,1,1,1,3,2,1
5308,2,1,1,1,5,1,3,3,2
5309,2,1,1,2,13,2,3,2,2
5310,2,3,1,1,1,2,2,3,2
5314,2,2,2,1,2,2,3,2,2
5315,2,3,2,1,1,2,2,2,1
5316,1,2,1,1,3,1,2,2,1
5317,2,3,1,1,1,1,3,1,2
5318,2,1,1,1,15,1,3,2,1
5319,2,1,1,1,2,1,2,2,1
5320,1,1,1,1,4,1,2,2,1
5321,2,1,1,1,17,1,1,2,2
5322,1,1,2,1,2,2,2,2,1
5323,2,3,1,1,1,1,3,3,2
5324,2,3,2,1,1,2,2,3,2
5325,2,3,2,1,2,2,3,3,1
5326,2,1,1,1,8,2,3,1,1
5327,2,1,1,1,1,1,3,2,1
5328,2,1,2,1,1,1,3,2,1
5330,2,1,1,1,2,1,1,2,1
5331,2,1,1,1,23,1,3,2,2
5333,2,3,1,1,1,2,1,3,2
5334,2,1,1,1,10,1,3,3,2
5336,2,1,1,1,3,1,2,2,1
5337,2,1,1,1,2,1,2,2,1
5338,2,1,1,4,8,1,2,2,1
5339,1,2,2,1,3,1,2,2,1
5340,1,1,2,1,1,2,2,2,1
5341,2,1,2,1,7,1,3,3,2
5342,2,1,1,1,3,1,3,2,2
5343,2,1,2,1,2,2,1,1,1
5344,2,1,1,1,3,2,2,2,1
5345,2,1,1,1,7,1,1,3,2
5348,2,3,1,2,3,1,3,3,2
5349,2,2,1,1,30,1,3,2,2
5350,1,1,1,1,24,2,1,2,2
5352,2,1,1,1,4,1,2,2,2
5353,2,1,1,2,2,1,3,2,2
5354,2,3,1,1,3,1,1,3,2
5355,2,2,1,1,6,1,2,2,1
5356,2,1,2,1,1,2,2,2,1
5357,1,2,2,1,7,1,2,2,1
5358,2,2,1,1,17,1,1,3,2
5360,2,2,2,1,3,2,2,2,1
5361,2,1,2,1,1,2,2,2,1
5363,1,1,1,1,3,2,2,2,1
5364,1,3,2,1,5,1,1,3,2
5365,2,1,2,1,4,1,3,3,2
5366,2,3,2,1,2,1,3,2,1
5367,2,3,2,1,2,1,1,3,2
5368,1,1,1,1,1,1,2,2,1
5369,2,1,1,1,11,1,3,2,2
5370,2,1,2,1,1,2,2,2,1
5371,2,3,1,3,1,1,2,3,2
5372,2,1,1,1,10,1,3,2,1
5375,2,1,1,1,6,2,3,3,1
5376,1,3,1,1,1,1,2,2,1
5377,1,2,1,1,1,1,3,2,2
5378,1,3,1,6,1,2,3,3,2
5379,2,2,2,1,1,1,2,2,1
5380,2,2,1,1,3,2,3,3,1
5381,2,3,1,5,3,1,3,3,2
5382,2,1,2,1,2,1,2,3,1
5383,1,2,2,1,1,1,2,2,1
5384,2,3,2,1,1,2,2,3,1
5385,2,1,2,2,11,1,2,2,2
5387,1,1,1,1,6,1,2,2,2
5388,2,3,1,8,5,1,3,1,2
5389,1,1,2,1,4,1,3,2,2
5390,1,3,2,1,1,1,3,3,1
5392,2,1,2,1,2,2,2,2,2
5393,2,2,2,1,10,1,2,3,2
5394,2,1,1,1,5,1,2,2,2
5395,2,1,2,1,3,1,3,3,1
5396,2,3,2,5,2,1,1,1,2
5397,2,2,2,1,1,1,2,2,1
5398,2,1,1,1,1,2,2,2,1
5400,2,1,1,2,7,1,1,3,2
5401,1,3,1,1,3,1,1,1,2
5402,1,3,1,1,8,1,1,3,1
5403,2,1,2,1,1,2,2,2,1
5404,1,3,2,5,2,2,2,2,1
5405,2,2,2,1,2,1,2,2,1
5408,1,1,2,1,1,1,2,2,1
5409,2,1,1,5,14,1,1,1,2
5410,2,1,1,5,28,2,1,1,2
5411,2,2,2,1,3,1,2,2,1
5412,2,1,2,1,1,1,2,2,1
5413,2,3,1,1,1,2,3,3,1
5414,1,1,1,1,10,2,1,1,2
5415,2,2,2,1,4,1,2,2,1
5417,2,3,2,1,2,1,3,3,1
5418,2,2,1,1,4,1,2,2,2
5419,2,1,2,1,1,2,2,2,2
5420,2,1,1,1,7,1,2,2,2
5421,2,1,1,5,7,2,1,1,1
5422,2,1,1,1,1,2,2,2,1
5423,2,2,2,1,4,2,2,2,1
5424,1,1,1,1,2,2,2,2,1
5425,1,1,2,1,4,1,2,2,2
5426,2,3,1,1,1,1,1,1,1
5427,2,3,2,1,2,1,2,3,2
5428,1,1,1,1,1,2,2,2,1
5429,2,1,1,1,3,1,2,2,1
5430,2,3,2,1,1,1,2,3,1
5431,2,2,1,1,5,1,1,2,1
5432,2,3,2,4,5,2,1,3,2
5433,2,1,1,1,3,1,1,3,1
5434,2,1,1,1,1,1,2,2,1
5435,2,3,1,2,6,1,3,2,2
5436,2,3,1,2,1,2,3,3,2
5437,2,3,1,1,1,1,2,2,1
5438,2,1,1,1,3,2,3,2,1
5439,1,1,1,1,1,2,2,2,1
5440,2,1,1,1,3,1,3,3,1
5442,2,1,2,1,2,2,2,2,1
5443,2,3,1,1,2,1,3,3,2
5445,1,1,1,1,1,1,2,2,2
5446,2,3,1,1,1,1,2,3,1
5447,1,3,2,3,8,2,3,2,1
5449,2,1,1,1,7,1,2,2,2
5450,1,3,1,1,2,1,1,1,1
5451,2,1,1,1,9,1,3,3,2
5452,2,1,1,1,3,1,2,2,2
5453,2,1,2,1,1,2,2,2,1
5454,2,3,1,1,9,1,1,3,2
5455,1,2,2,1,1,2,2,2,1
5456,2,3,2,1,2,1,3,2,2
5457,2,3,1,1,1,2,2,3,1
5458,1,2,1,1,1,1,2,2,1
5460,1,1,1,1,1,1,3,2,2
5461,2,1,2,1,1,2,2,2,1
5462,1,3,1,1,2,2,2,2,1
5463,2,3,1,1,3,1,3,3,2
5464,2,3,1,1,1,1,2,3,2
5465,2,3,2,1,1,1,2,3,1
5466,2,1,1,1,4,2,3,3,1
5467,2,2,1,1,13,1,1,1,2
5468,2,3,1,4,2,1,1,1,2
5469,2,1,1,1,2,1,1,3,1
5470,2,3,1,1,3,2,3,3,2
5472,2,1,1,1,5,1,2,2,2
5473,2,1,1,1,12,1,3,3,2
5474,2,3,1,2,1,1,2,2,1
5475,1,3,1,1,2,1,2,3,2
5477,2,1,1,1,4,1,2,2,2
5478,2,1,1,1,7,1,3,2,2
5479,2,1,1,1,5,2,2,2,2
5480,2,1,2,1,7,1,2,2,2
